Time_of_incidient,Year,Month,Weekday,Hour,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Case Closed,Date Case Closed,Crime Domain_Fire Accident,Crime Domain_Other Crime,Crime Domain_Traffic Fatality,Crime Domain_Violent Crime,North_India,South_India,East_India,West_India,Central_India,lat,lon,Region,Weapon Category,Crime Domain
2023-01-11 02:00:00,2023,1,3,2,Agra,272,DRUG OFFENSE,11,2,Explosives,5,1,27-03-2023 21:00,0.0,1.0,0.0,0.0,1,0,0,0,0,27.1767,78.0081,North,Other,Other Crime
2023-01-10 20:57:00,2023,1,2,20,Visakhapatnam,442,VANDALISM,50,1,Poison,14,1,27-02-2023 23:00,0.0,1.0,0.0,0.0,0,1,0,0,0,17.6868,83.2185,South,Other,Other Crime
2023-01-10 23:05:00,2023,1,2,23,Jaipur,387,FRAUD,33,2,Explosives,1,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.9124,75.7873,North,Other,Other Crime
2023-01-11 11:47:00,2023,1,3,11,Delhi,212,VEHICLE - STOLEN,40,0,Explosives,8,1,14-03-2023 10:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Other,Violent Crime
2023-01-10 22:54:00,2023,1,2,22,Surat,427,VEHICLE - STOLEN,66,0,Blunt Object,2,1,09-03-2023 10:00,0.0,0.0,0.0,1.0,0,0,0,1,0,21.1702,72.8311,West,Blunt,Violent Crime
2023-01-11 16:49:00,2023,1,3,16,Bangalore,107,VEHICLE - STOLEN,78,1,Knife,4,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Sharp,Violent Crime
2023-01-11 03:44:00,2023,1,3,3,Hyderabad,135,PUBLIC INTOXICATION,35,1,Not Given,15,1,21-01-2023 02:00,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Unknown,Other Crime
2023-01-11 03:11:00,2023,1,3,3,Hyderabad,268,FIREARM OFFENSE,31,0,Firearm,7,0,Not Given,1.0,0.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Gun,Fire Accident
2023-01-11 06:13:00,2023,1,3,6,Lucknow,293,KIDNAPPING,79,0,Blunt Object,11,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.8467,80.9462,North,Blunt,Other Crime
2023-01-11 14:10:00,2023,1,3,14,Thane,528,COUNTERFEITING,63,1,Knife,2,1,15-03-2023 12:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.2183,72.9781,West,Sharp,Other Crime
2023-01-11 07:50:00,2023,1,3,7,Hyderabad,523,DRUG OFFENSE,60,1,Other,8,1,15-03-2023 15:00,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Other,Other Crime
2023-01-11 22:10:00,2023,1,3,22,Hyderabad,287,DRUG OFFENSE,39,1,Not Given,17,1,24-02-2023 18:00,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Unknown,Other Crime
2023-01-11 11:15:00,2023,1,3,11,Pune,555,CYBERCRIME,34,2,Firearm,17,1,09-02-2023 14:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Gun,Other Crime
2023-01-11 21:27:00,2023,1,3,21,Thane,461,ROBBERY,23,0,Knife,9,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,19.2183,72.9781,West,Sharp,Violent Crime
2023-01-11 21:35:00,2023,1,3,21,Thane,525,FIREARM OFFENSE,67,2,Knife,5,1,11-04-2023 10:00,1.0,0.0,0.0,0.0,0,0,0,1,0,19.2183,72.9781,West,Sharp,Fire Accident
2023-01-11 05:16:00,2023,1,3,5,Delhi,393,EXTORTION,16,0,Blunt Object,11,1,23-01-2023 19:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Blunt,Other Crime
2023-01-12 02:08:00,2023,1,4,2,Ludhiana,557,KIDNAPPING,74,0,Knife,11,1,30-01-2023 11:00,0.0,1.0,0.0,0.0,1,0,0,0,0,30.9,75.8573,North,Sharp,Other Crime
2023-01-11 12:44:00,2023,1,3,12,Nashik,378,PUBLIC INTOXICATION,58,0,Poison,7,1,06-02-2023 13:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.9975,73.7898,West,Other,Other Crime
2023-01-12 00:17:00,2023,1,4,0,Kalyan,293,ROBBERY,23,0,Poison,12,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,19.2403,73.1305,West,Other,Violent Crime
2023-01-11 23:24:00,2023,1,3,23,Surat,582,CYBERCRIME,25,1,Poison,14,1,25-02-2023 16:00,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Other,Other Crime
2023-01-12 02:56:00,2023,1,4,2,Delhi,219,IDENTITY THEFT,31,2,Blunt Object,7,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Blunt,Violent Crime
2023-01-11 11:54:00,2023,1,3,11,Pune,396,DOMESTIC VIOLENCE,44,1,Poison,17,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Other,Violent Crime
2023-01-11 22:51:00,2023,1,3,22,Chennai,363,VEHICLE - STOLEN,21,2,Explosives,16,1,19-02-2023 03:00,0.0,0.0,0.0,1.0,0,1,0,0,0,13.0827,80.2707,South,Other,Violent Crime
2023-01-11 19:18:00,2023,1,3,19,Indore,266,DRUG OFFENSE,19,2,Explosives,5,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,1,22.7196,75.8577,Central,Other,Other Crime
2023-01-11 15:05:00,2023,1,3,15,Pune,390,DOMESTIC VIOLENCE,65,1,Other,7,1,15-02-2023 02:00,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Other,Violent Crime
2023-01-12 02:35:00,2023,1,4,2,Patna,578,SEXUAL ASSAULT,79,0,Poison,17,1,08-07-2024 08:00,0.0,0.0,0.0,1.0,0,0,1,0,0,25.5941,85.1376,East,Other,Violent Crime
2023-01-11 21:24:00,2023,1,3,21,Chennai,206,ROBBERY,74,0,Not Given,17,0,Not Given,0.0,0.0,0.0,1.0,0,1,0,0,0,13.0827,80.2707,South,Unknown,Violent Crime
2023-01-11 20:52:00,2023,1,3,20,Kanpur,286,ILLEGAL POSSESSION,25,1,Knife,19,1,05-03-2023 17:00,0.0,1.0,0.0,0.0,1,0,0,0,0,26.4499,80.3319,North,Sharp,Other Crime
2023-01-11 17:06:00,2023,1,3,17,Pune,454,ROBBERY,27,2,Knife,7,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Sharp,Violent Crime
2023-01-11 18:04:00,2023,1,3,18,Delhi,133,COUNTERFEITING,53,0,Explosives,19,1,03-02-2023 13:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2023-01-12 16:53:00,2023,1,4,16,Kolkata,100,TRAFFIC VIOLATION,72,2,Not Given,10,0,Not Given,0.0,0.0,1.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Unknown,Traffic Fatality
2023-01-12 13:59:00,2023,1,4,13,Patna,317,IDENTITY THEFT,53,1,Explosives,11,0,Not Given,0.0,0.0,0.0,1.0,0,0,1,0,0,25.5941,85.1376,East,Other,Violent Crime
2023-01-12 12:21:00,2023,1,4,12,Nagpur,438,TRAFFIC VIOLATION,38,0,Other,10,1,16-01-2023 08:00,0.0,0.0,1.0,0.0,0,0,0,0,1,21.1458,79.0882,Central,Other,Traffic Fatality
2023-01-12 07:03:00,2023,1,4,7,Nagpur,541,BURGLARY,19,2,Blunt Object,18,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,1,21.1458,79.0882,Central,Blunt,Other Crime
2023-01-12 14:01:00,2023,1,4,14,Delhi,167,ROBBERY,17,0,Blunt Object,14,1,31-03-2023 04:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Blunt,Violent Crime
2023-01-12 03:32:00,2023,1,4,3,Bangalore,502,EXTORTION,22,1,Other,18,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2023-01-12 17:54:00,2023,1,4,17,Kanpur,550,COUNTERFEITING,71,0,Blunt Object,19,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.4499,80.3319,North,Blunt,Other Crime
2023-01-12 08:59:00,2023,1,4,8,Mumbai,244,EXTORTION,30,0,Blunt Object,14,1,20-03-2023 00:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Blunt,Other Crime
2023-01-12 17:18:00,2023,1,4,17,Pune,551,EXTORTION,43,2,Firearm,12,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Gun,Other Crime
2023-01-12 22:02:00,2023,1,4,22,Pune,518,ARSON,20,2,Poison,11,1,19-02-2023 17:00,1.0,0.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Other,Fire Accident
2023-01-12 14:27:00,2023,1,4,14,Nagpur,363,DOMESTIC VIOLENCE,32,1,Poison,12,1,28-02-2023 09:00,0.0,0.0,0.0,1.0,0,0,0,0,1,21.1458,79.0882,Central,Other,Violent Crime
2023-01-12 17:33:00,2023,1,4,17,Delhi,468,FRAUD,71,2,Poison,5,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2023-01-12 22:38:00,2023,1,4,22,Delhi,413,ILLEGAL POSSESSION,76,2,Poison,18,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2023-01-13 03:55:00,2023,1,5,3,Agra,188,PUBLIC INTOXICATION,59,1,Firearm,17,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,27.1767,78.0081,North,Gun,Other Crime
2023-01-12 22:13:00,2023,1,4,22,Ahmedabad,256,SEXUAL ASSAULT,48,2,Firearm,15,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,23.0225,72.5714,West,Gun,Violent Crime
2023-01-13 06:15:00,2023,1,5,6,Lucknow,226,DOMESTIC VIOLENCE,63,1,Not Given,15,1,25-02-2023 03:00,0.0,0.0,0.0,1.0,1,0,0,0,0,26.8467,80.9462,North,Unknown,Violent Crime
2023-01-12 16:16:00,2023,1,4,16,Mumbai,503,CYBERCRIME,65,2,Not Given,5,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Unknown,Other Crime
2023-01-12 15:42:00,2023,1,4,15,Lucknow,290,TRAFFIC VIOLATION,10,1,Blunt Object,15,0,Not Given,0.0,0.0,1.0,0.0,1,0,0,0,0,26.8467,80.9462,North,Blunt,Traffic Fatality
2023-01-12 14:49:00,2023,1,4,14,Mumbai,194,TRAFFIC VIOLATION,20,0,Firearm,15,0,Not Given,0.0,0.0,1.0,0.0,0,0,0,1,0,19.076,72.8777,West,Gun,Traffic Fatality
2023-01-13 11:43:00,2023,1,5,11,Pune,308,HOMICIDE,10,0,Knife,13,1,29-12-2023 19:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Sharp,Other Crime
2023-01-13 06:14:00,2023,1,5,6,Hyderabad,565,ASSAULT,54,2,Knife,1,1,17-02-2023 07:00,0.0,0.0,0.0,1.0,0,0,0,0,0,17.385,78.4867,Unknown,Sharp,Violent Crime
2023-01-13 04:44:00,2023,1,5,4,Ahmedabad,430,EXTORTION,53,1,Other,12,1,16-03-2023 08:00,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Other,Other Crime
2023-01-13 13:51:00,2023,1,5,13,Ghaziabad,370,ASSAULT,69,0,Explosives,5,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6692,77.4538,North,Other,Violent Crime
2023-01-13 08:15:00,2023,1,5,8,Mumbai,266,SHOPLIFTING,76,1,Poison,12,1,14-04-2023 01:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2023-01-13 00:58:00,2023,1,5,0,Delhi,296,VANDALISM,65,1,Explosives,19,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2023-01-13 12:30:00,2023,1,5,12,Pune,473,COUNTERFEITING,58,1,Blunt Object,19,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Blunt,Other Crime
2023-01-13 03:31:00,2023,1,5,3,Ahmedabad,401,ASSAULT,16,2,Firearm,11,1,18-02-2023 00:00,0.0,0.0,0.0,1.0,0,0,0,1,0,23.0225,72.5714,West,Gun,Violent Crime
2023-01-13 15:04:00,2023,1,5,15,Delhi,595,BURGLARY,73,0,Firearm,10,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Gun,Other Crime
2023-01-13 16:05:00,2023,1,5,16,Surat,143,CYBERCRIME,60,2,Firearm,14,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Gun,Other Crime
2023-01-13 11:15:00,2023,1,5,11,Ahmedabad,365,VANDALISM,20,0,Knife,1,1,12-03-2023 18:00,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Sharp,Other Crime
2023-01-13 22:07:00,2023,1,5,22,Delhi,379,EXTORTION,41,0,Blunt Object,13,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Blunt,Other Crime
2023-01-13 20:53:00,2023,1,5,20,Kanpur,314,ASSAULT,17,2,Firearm,9,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,26.4499,80.3319,North,Gun,Violent Crime
2023-01-13 20:20:00,2023,1,5,20,Chennai,522,DRUG OFFENSE,20,1,Not Given,6,1,12-03-2023 12:00,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Unknown,Other Crime
2023-01-13 11:36:00,2023,1,5,11,Jaipur,292,COUNTERFEITING,16,1,Knife,17,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.9124,75.7873,North,Sharp,Other Crime
2023-01-13 07:06:00,2023,1,5,7,Faridabad,387,DRUG OFFENSE,72,2,Explosives,16,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.4089,77.3178,North,Other,Other Crime
2023-01-14 04:32:00,2023,1,6,4,Ahmedabad,474,PUBLIC INTOXICATION,31,1,Firearm,5,1,15-01-2023 01:00,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Gun,Other Crime
2023-01-13 06:06:00,2023,1,5,6,Mumbai,513,SHOPLIFTING,46,2,Other,7,1,14-03-2023 11:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2023-01-14 00:06:00,2023,1,6,0,Bangalore,538,DRUG OFFENSE,19,2,Not Given,10,1,27-03-2023 14:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Unknown,Other Crime
2023-01-13 08:09:00,2023,1,5,8,Lucknow,421,FIREARM OFFENSE,63,2,Other,5,0,Not Given,1.0,0.0,0.0,0.0,1,0,0,0,0,26.8467,80.9462,North,Other,Fire Accident
2023-01-13 12:09:00,2023,1,5,12,Delhi,472,BURGLARY,43,0,Knife,10,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Sharp,Other Crime
2023-01-13 13:39:00,2023,1,5,13,Kolkata,385,BURGLARY,48,2,Firearm,16,1,09-03-2023 02:00,0.0,1.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Gun,Other Crime
2023-01-14 06:11:00,2023,1,6,6,Surat,190,ILLEGAL POSSESSION,20,2,Not Given,9,1,22-01-2023 18:00,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Unknown,Other Crime
2023-01-14 08:58:00,2023,1,6,8,Bhopal,546,FRAUD,72,2,Blunt Object,1,1,07-04-2023 06:00,0.0,1.0,0.0,0.0,0,0,0,0,1,23.2599,77.4126,Central,Blunt,Other Crime
2023-01-14 09:44:00,2023,1,6,9,Hyderabad,442,ARSON,54,1,Blunt Object,19,1,28-02-2023 23:00,1.0,0.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Blunt,Fire Accident
2023-01-14 04:53:00,2023,1,6,4,Nagpur,505,ILLEGAL POSSESSION,35,2,Firearm,9,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,1,21.1458,79.0882,Central,Gun,Other Crime
2023-01-14 13:53:00,2023,1,6,13,Bangalore,470,DRUG OFFENSE,69,1,Firearm,12,1,25-01-2023 04:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Gun,Other Crime
2023-01-14 02:48:00,2023,1,6,2,Chennai,133,ROBBERY,28,0,Knife,7,1,05-03-2023 21:00,0.0,0.0,0.0,1.0,0,1,0,0,0,13.0827,80.2707,South,Sharp,Violent Crime
2023-01-14 02:39:00,2023,1,6,2,Ahmedabad,168,VANDALISM,72,1,Not Given,18,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Unknown,Other Crime
2023-01-13 19:37:00,2023,1,5,19,Nagpur,322,ARSON,49,2,Blunt Object,6,0,Not Given,1.0,0.0,0.0,0.0,0,0,0,0,1,21.1458,79.0882,Central,Blunt,Fire Accident
2023-01-14 06:18:00,2023,1,6,6,Visakhapatnam,393,DOMESTIC VIOLENCE,64,0,Blunt Object,16,0,Not Given,0.0,0.0,0.0,1.0,0,1,0,0,0,17.6868,83.2185,South,Blunt,Violent Crime
2023-01-14 06:38:00,2023,1,6,6,Indore,181,ROBBERY,60,1,Explosives,16,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,1,22.7196,75.8577,Central,Other,Violent Crime
2023-01-14 07:17:00,2023,1,6,7,Bhopal,493,IDENTITY THEFT,20,2,Other,18,1,23-03-2023 07:00,0.0,0.0,0.0,1.0,0,0,0,0,1,23.2599,77.4126,Central,Other,Violent Crime
2023-01-14 02:45:00,2023,1,6,2,Delhi,167,KIDNAPPING,37,1,Knife,8,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Sharp,Other Crime
2023-01-14 04:58:00,2023,1,6,4,Kanpur,387,VANDALISM,11,0,Knife,19,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.4499,80.3319,North,Sharp,Other Crime
2023-01-14 21:44:00,2023,1,6,21,Delhi,453,BURGLARY,61,0,Explosives,4,1,09-04-2023 02:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2023-01-14 09:18:00,2023,1,6,9,Delhi,356,DOMESTIC VIOLENCE,23,0,Poison,16,1,21-02-2023 15:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Other,Violent Crime
2023-01-14 10:24:00,2023,1,6,10,Pune,474,HOMICIDE,23,0,Not Given,16,1,20-09-2024 19:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Unknown,Other Crime
2023-01-14 10:05:00,2023,1,6,10,Pune,524,FIREARM OFFENSE,62,0,Blunt Object,15,0,Not Given,1.0,0.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Blunt,Fire Accident
2023-01-15 02:09:00,2023,1,7,2,Surat,499,FRAUD,23,0,Not Given,7,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Unknown,Other Crime
2023-01-14 20:49:00,2023,1,6,20,Bangalore,233,KIDNAPPING,51,2,Poison,19,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2023-01-14 18:45:00,2023,1,6,18,Lucknow,192,ASSAULT,67,0,Poison,11,1,10-03-2023 17:00,0.0,0.0,0.0,1.0,1,0,0,0,0,26.8467,80.9462,North,Other,Violent Crime
2023-01-15 00:12:00,2023,1,7,0,Meerut,334,PUBLIC INTOXICATION,71,1,Firearm,18,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.9845,77.7064,North,Gun,Other Crime
2023-01-14 13:59:00,2023,1,6,13,Kanpur,593,VEHICLE - STOLEN,55,2,Explosives,11,1,17-03-2023 02:00,0.0,0.0,0.0,1.0,1,0,0,0,0,26.4499,80.3319,North,Other,Violent Crime
2023-01-14 17:31:00,2023,1,6,17,Chennai,590,EXTORTION,44,0,Knife,19,1,02-04-2023 17:00,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Sharp,Other Crime
2023-01-14 21:32:00,2023,1,6,21,Hyderabad,406,DOMESTIC VIOLENCE,64,0,Other,5,1,25-01-2023 05:00,0.0,0.0,0.0,1.0,0,0,0,0,0,17.385,78.4867,Unknown,Other,Violent Crime
2023-01-14 20:20:00,2023,1,6,20,Kanpur,448,VEHICLE - STOLEN,75,0,Poison,8,1,21-03-2023 11:00,0.0,0.0,0.0,1.0,1,0,0,0,0,26.4499,80.3319,North,Other,Violent Crime
2023-01-15 04:37:00,2023,1,7,4,Pune,132,SEXUAL ASSAULT,14,1,Knife,14,1,19-07-2023 03:00,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Sharp,Violent Crime
2023-01-14 13:17:00,2023,1,6,13,Ahmedabad,548,ASSAULT,46,2,Knife,6,1,18-02-2023 08:00,0.0,0.0,0.0,1.0,0,0,0,1,0,23.0225,72.5714,West,Sharp,Violent Crime
2023-01-15 00:02:00,2023,1,7,0,Varanasi,495,IDENTITY THEFT,67,2,Not Given,17,1,09-04-2023 05:00,0.0,0.0,0.0,1.0,1,0,0,0,0,25.3176,82.9739,North,Unknown,Violent Crime
2023-01-14 18:46:00,2023,1,6,18,Visakhapatnam,549,DRUG OFFENSE,38,1,Not Given,15,0,Not Given,0.0,1.0,0.0,0.0,0,1,0,0,0,17.6868,83.2185,South,Unknown,Other Crime
2023-01-15 14:36:00,2023,1,7,14,Bhopal,571,SEXUAL ASSAULT,26,2,Not Given,18,1,04-08-2024 14:00,0.0,0.0,0.0,1.0,0,0,0,0,1,23.2599,77.4126,Central,Unknown,Violent Crime
2023-01-15 02:40:00,2023,1,7,2,Ludhiana,328,SHOPLIFTING,35,2,Firearm,19,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,30.9,75.8573,North,Gun,Other Crime
2023-01-15 11:41:00,2023,1,7,11,Delhi,126,DRUG OFFENSE,77,2,Other,7,1,03-04-2023 00:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2023-01-15 00:11:00,2023,1,7,0,Bangalore,288,VEHICLE - STOLEN,66,2,Firearm,11,1,05-02-2023 14:00,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Gun,Violent Crime
2023-01-15 03:36:00,2023,1,7,3,Visakhapatnam,249,FIREARM OFFENSE,15,1,Explosives,8,1,07-04-2023 19:00,1.0,0.0,0.0,0.0,0,1,0,0,0,17.6868,83.2185,South,Other,Fire Accident
2023-01-15 15:06:00,2023,1,7,15,Kolkata,527,TRAFFIC VIOLATION,30,0,Other,3,1,04-02-2023 22:00,0.0,0.0,1.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Other,Traffic Fatality
2023-01-15 05:17:00,2023,1,7,5,Bangalore,116,HOMICIDE,65,1,Blunt Object,11,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Blunt,Other Crime
2023-01-15 05:37:00,2023,1,7,5,Ghaziabad,454,TRAFFIC VIOLATION,79,1,Explosives,10,0,Not Given,0.0,0.0,1.0,0.0,1,0,0,0,0,28.6692,77.4538,North,Other,Traffic Fatality
2023-01-15 15:29:00,2023,1,7,15,Bhopal,542,HOMICIDE,59,0,Knife,1,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,1,23.2599,77.4126,Central,Sharp,Other Crime
2023-01-15 20:54:00,2023,1,7,20,Visakhapatnam,289,FIREARM OFFENSE,11,1,Knife,17,0,Not Given,1.0,0.0,0.0,0.0,0,1,0,0,0,17.6868,83.2185,South,Sharp,Fire Accident
2023-01-15 09:07:00,2023,1,7,9,Ahmedabad,238,ILLEGAL POSSESSION,68,1,Explosives,9,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Other,Other Crime
2023-01-15 17:40:00,2023,1,7,17,Ludhiana,517,VANDALISM,74,2,Blunt Object,19,1,18-03-2023 19:00,0.0,1.0,0.0,0.0,1,0,0,0,0,30.9,75.8573,North,Blunt,Other Crime
2023-01-16 03:37:00,2023,1,1,3,Varanasi,518,ILLEGAL POSSESSION,71,0,Firearm,19,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,25.3176,82.9739,North,Gun,Other Crime
2023-01-16 00:05:00,2023,1,1,0,Surat,450,PUBLIC INTOXICATION,17,2,Blunt Object,1,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Blunt,Other Crime
2023-01-15 14:21:00,2023,1,7,14,Chennai,418,SEXUAL ASSAULT,15,2,Firearm,14,1,03-11-2023 20:00,0.0,0.0,0.0,1.0,0,1,0,0,0,13.0827,80.2707,South,Gun,Violent Crime
2023-01-15 12:23:00,2023,1,7,12,Visakhapatnam,471,FIREARM OFFENSE,52,1,Other,1,1,17-03-2023 04:00,1.0,0.0,0.0,0.0,0,1,0,0,0,17.6868,83.2185,South,Other,Fire Accident
2023-01-15 21:22:00,2023,1,7,21,Mumbai,450,CYBERCRIME,11,2,Other,3,1,29-03-2023 06:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2023-01-15 21:26:00,2023,1,7,21,Hyderabad,131,HOMICIDE,14,0,Firearm,4,1,21-07-2023 05:00,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Gun,Other Crime
2023-01-15 12:28:00,2023,1,7,12,Bhopal,140,KIDNAPPING,24,1,Other,4,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,1,23.2599,77.4126,Central,Other,Other Crime
2023-01-16 05:21:00,2023,1,1,5,Hyderabad,112,PUBLIC INTOXICATION,31,0,Not Given,12,1,06-02-2023 03:00,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Unknown,Other Crime
2023-01-16 05:54:00,2023,1,1,5,Hyderabad,369,IDENTITY THEFT,22,0,Blunt Object,3,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,17.385,78.4867,Unknown,Blunt,Violent Crime
2023-01-15 20:32:00,2023,1,7,20,Nashik,195,FRAUD,72,2,Other,12,1,26-01-2023 01:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.9975,73.7898,West,Other,Other Crime
2023-01-16 11:45:00,2023,1,1,11,Kolkata,443,DOMESTIC VIOLENCE,45,2,Other,17,0,Not Given,0.0,0.0,0.0,1.0,0,0,1,0,0,22.5726,88.3639,East,Other,Violent Crime
2023-01-16 11:30:00,2023,1,1,11,Kolkata,174,HOMICIDE,25,1,Firearm,3,0,Not Given,0.0,1.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Gun,Other Crime
2023-01-15 16:22:00,2023,1,7,16,Pune,508,SEXUAL ASSAULT,29,2,Knife,6,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Sharp,Violent Crime
